Set,Accesses,Hits,Misses,Evictions,WaysUsed,HitRate,EvictionRate
0,1297427,1209033,88394,88394,8,93.19,6.81
1,1263718,1175670,88048,88048,8,93.03,6.97
2,1314963,1226692,88271,88271,8,93.29,6.71
3,1336719,1248446,88273,88273,8,93.40,6.60
4,1298896,1210332,88564,88564,8,93.18,6.82
5,1249056,1160559,88497,88497,8,92.91,7.09
6,1244526,1156275,88251,88251,8,92.91,7.09
7,1224934,1136376,88558,88558,8,92.77,7.23
8,1234454,1145868,88586,88586,8,92.82,7.18
9,1225696,1136787,88909,88909,8,92.75,7.25
10,1224502,1135638,88864,88864,8,92.74,7.26
11,1219148,1130240,88908,88908,8,92.71,7.29
12,1215737,1127361,88376,88376,8,92.73,7.27
13,1213914,1125586,88328,88328,8,92.72,7.28
14,1213644,1125136,88508,88508,8,92.71,7.29
15,1211716,1123423,88293,88293,8,92.71,7.29
16,1215631,1127280,88351,88351,8,92.73,7.27
17,1212917,1124596,88321,88321,8,92.72,7.28
18,1224867,1136128,88739,88739,8,92.76,7.24
19,1215078,1126645,88433,88433,8,92.72,7.28
20,1214262,1125611,88651,88651,8,92.70,7.30
21,1215242,1126673,88569,88569,8,92.71,7.29
22,1214008,1125436,88572,88572,8,92.70,7.30
23,1231889,1142894,88995,88995,8,92.78,7.22
24,1211382,1123080,88302,88302,8,92.71,7.29
25,1216422,1127861,88561,88561,8,92.72,7.28
26,1212058,1123545,88513,88513,8,92.70,7.30
27,1212524,1123989,88535,88535,8,92.70,7.30
28,1213092,1124563,88529,88529,8,92.70,7.30
29,1213170,1124881,88289,88289,8,92.72,7.28
30,1218026,1129456,88570,88570,8,92.73,7.27
31,1223840,1135031,88809,88809,8,92.74,7.26
32,1218967,1130435,88532,88532,8,92.74,7.26
33,1216053,1127818,88235,88235,8,92.74,7.26
34,1216505,1128216,88289,88289,8,92.74,7.26
35,1216649,1128362,88287,88287,8,92.74,7.26
36,1214314,1125990,88324,88324,8,92.73,7.27
37,1220033,1131511,88522,88522,8,92.74,7.26
38,1215926,1127733,88193,88193,8,92.75,7.25
39,1230416,1141878,88538,88538,8,92.80,7.20
40,1237427,1148738,88689,88689,8,92.83,7.17
41,1268456,1180125,88331,88331,8,93.04,6.96
42,1341373,1252958,88415,88415,8,93.41,6.59
43,1328135,1239838,88297,88297,8,93.35,6.65
44,1333650,1245321,88329,88329,8,93.38,6.62
45,1309002,1220552,88450,88450,8,93.24,6.76
46,1318014,1229375,88639,88639,8,93.27,6.73
47,1273389,1184755,88634,88634,8,93.04,6.96
48,1269389,1180833,88556,88556,8,93.02,6.98
49,1409518,1320901,88617,88617,8,93.71,6.29
50,1425677,1337007,88670,88670,8,93.78,6.22
51,1322598,1233843,88755,88755,8,93.29,6.71
52,1307000,1217765,89235,89235,8,93.17,6.83
53,1412054,1323470,88584,88584,8,93.73,6.27
54,1394064,1305605,88459,88459,8,93.65,6.35
55,1531028,1442602,88426,88426,8,94.22,5.78
56,1443212,1354778,88434,88434,8,93.87,6.13
57,1303860,1215446,88414,88414,8,93.22,6.78
58,1359501,1270894,88607,88607,8,93.48,6.52
59,1304985,1216434,88551,88551,8,93.21,6.79
60,1318246,1229646,88600,88600,8,93.28,6.72
61,1317795,1229222,88573,88573,8,93.28,6.72
62,1317349,1228725,88624,88624,8,93.27,6.73
63,1339393,1250630,88763,88763,8,93.37,6.63
64,1427974,1342586,85388,85388,8,94.02,5.98
65,1251034,1166436,84598,84598,8,93.24,6.76
66,1348669,1263524,85145,85145,8,93.69,6.31
67,1300519,1215265,85254,85254,8,93.44,6.56
68,1255033,1170417,84616,84616,8,93.26,6.74
69,1238669,1153928,84741,84741,8,93.16,6.84
70,1243421,1159284,84137,84137,8,93.23,6.77
71,1227725,1143481,84244,84244,8,93.14,6.86
72,1232755,1148235,84520,84520,8,93.14,6.86
73,1234834,1150372,84462,84462,8,93.16,6.84
74,1227466,1143221,84245,84245,8,93.14,6.86
75,1227508,1143295,84213,84213,8,93.14,6.86
76,1240544,1156244,84300,84300,8,93.20,6.80
77,1253259,1168858,84401,84401,8,93.27,6.73
78,1256674,1172450,84224,84224,8,93.30,6.70
79,1246309,1162011,84298,84298,8,93.24,6.76
80,1258383,1173969,84414,84414,8,93.29,6.71
81,1233325,1148984,84341,84341,8,93.16,6.84
82,1230643,1146172,84471,84471,8,93.14,6.86
83,1235328,1151035,84293,84293,8,93.18,6.82
84,1228164,1143914,84250,84250,8,93.14,6.86
85,1229362,1145217,84145,84145,8,93.16,6.84
86,1233957,1149714,84243,84243,8,93.17,6.83
87,1283096,1198490,84606,84606,8,93.41,6.59
88,1514980,1430370,84610,84610,8,94.42,5.58
89,1252655,1168050,84605,84605,8,93.25,6.75
90,1240178,1155364,84814,84814,8,93.16,6.84
91,1235043,1150577,84466,84466,8,93.16,6.84
92,5428117,5343606,84511,84511,8,98.44,1.56
93,5428869,5344272,84597,84597,8,98.44,1.56
94,1239715,1155266,84449,84449,8,93.19,6.81
95,1252951,1168645,84306,84306,8,93.27,6.73
96,1258395,1173897,84498,84498,8,93.29,6.71
97,1284764,1200485,84279,84279,8,93.44,6.56
98,1232326,1148098,84228,84228,8,93.17,6.83
99,1234643,1149579,85064,85064,8,93.11,6.89
100,1326429,1242099,84330,84330,8,93.64,6.36
101,3328935,3244365,84570,84570,8,97.46,2.54
102,1241429,1156896,84533,84533,8,93.19,6.81
103,1235003,1150562,84441,84441,8,93.16,6.84
104,1289839,1205042,84797,84797,8,93.43,6.57
105,1233489,1149239,84250,84250,8,93.17,6.83
106,1230729,1146452,84277,84277,8,93.15,6.85
107,1758453,1673849,84604,84604,8,95.19,4.81
108,1777245,1692569,84676,84676,8,95.24,4.76
109,10859636,10774965,84671,84671,8,99.22,0.78
110,7087245,7002649,84596,84596,8,98.81,1.19
111,5029502,4945102,84400,84400,8,98.32,1.68
112,1390479,1301876,88603,88603,8,93.63,6.37
113,1396650,1307766,88884,88884,8,93.64,6.36
114,1312538,1224212,88326,88326,8,93.27,6.73
115,2853431,2769050,84381,84381,8,97.04,2.96
116,1804151,1719693,84458,84458,8,95.32,4.68
117,1256769,1172241,84528,84528,8,93.27,6.73
118,1243342,1159042,84300,84300,8,93.22,6.78
119,1237345,1153061,84284,84284,8,93.19,6.81
120,1238464,1154107,84357,84357,8,93.19,6.81
121,1244265,1159908,84357,84357,8,93.22,6.78
122,1251791,1167090,84701,84701,8,93.23,6.77
123,1259760,1175108,84652,84652,8,93.28,6.72
124,1267213,1182547,84666,84666,8,93.32,6.68
125,1262052,1177437,84615,84615,8,93.30,6.70
126,1260021,1175367,84654,84654,8,93.28,6.72
127,1329907,1245244,84663,84663,8,93.63,6.37
128,5876313,5786448,89865,89865,8,98.47,1.53
129,1311877,1223439,88438,88438,8,93.26,6.74
130,1311383,1222846,88537,88537,8,93.25,6.75
131,1310225,1221707,88518,88518,8,93.24,6.76
132,1318740,1230284,88456,88456,8,93.29,6.71
133,1323744,1235291,88453,88453,8,93.32,6.68
134,1309507,1221086,88421,88421,8,93.25,6.75
135,1309803,1221356,88447,88447,8,93.25,6.75
136,1316115,1227432,88683,88683,8,93.26,6.74
137,1312775,1224076,88699,88699,8,93.24,6.76
138,1310417,1221790,88627,88627,8,93.24,6.76
139,1311631,1222920,88711,88711,8,93.24,6.76
140,1316235,1227752,88483,88483,8,93.28,6.72
141,1325116,1236258,88858,88858,8,93.29,6.71
142,1315078,1226373,88705,88705,8,93.25,6.75
143,1329420,1240497,88923,88923,8,93.31,6.69
144,1316351,1227341,89010,89010,8,93.24,6.76
145,1311421,1222843,88578,88578,8,93.25,6.75
146,1309883,1221406,88477,88477,8,93.25,6.75
147,1311917,1223198,88719,88719,8,93.24,6.76
148,1309648,1221232,88416,88416,8,93.25,6.75
149,1310994,1222568,88426,88426,8,93.26,6.74
150,1309342,1220919,88423,88423,8,93.25,6.75
151,1311651,1222940,88711,88711,8,93.24,6.76
152,1309574,1221152,88422,88422,8,93.25,6.75
153,1311590,1223158,88432,88432,8,93.26,6.74
154,1309293,1220868,88425,88425,8,93.25,6.75
155,1309827,1221422,88405,88405,8,93.25,6.75
156,1317927,1229256,88671,88671,8,93.27,6.73
157,1313124,1224547,88577,88577,8,93.25,6.75
158,1309381,1220954,88427,88427,8,93.25,6.75
159,5711932,5623476,88456,88456,8,98.45,1.55
160,1309603,1221181,88422,88422,8,93.25,6.75
161,1311660,1223169,88491,88491,8,93.25,6.75
162,1309520,1221097,88423,88423,8,93.25,6.75
163,1316989,1228509,88480,88480,8,93.28,6.72
164,1318079,1229233,88846,88846,8,93.26,6.74
165,1309848,1221462,88386,88386,8,93.25,6.75
166,1309210,1220807,88403,88403,8,93.25,6.75
167,1309565,1221158,88407,88407,8,93.25,6.75
168,1333785,1245042,88743,88743,8,93.35,6.65
169,1316764,1228100,88664,88664,8,93.27,6.73
170,1316069,1227372,88697,88697,8,93.26,6.74
171,1317842,1229173,88669,88669,8,93.27,6.73
172,1441537,1352205,89332,89332,8,93.80,6.20
173,1337944,1249049,88895,88895,8,93.36,6.64
174,1332106,1243301,88805,88805,8,93.33,6.67
175,1325035,1236338,88697,88697,8,93.31,6.69
176,1331944,1243191,88753,88753,8,93.34,6.66
177,1317146,1228447,88699,88699,8,93.27,6.73
178,1309807,1221373,88434,88434,8,93.25,6.75
179,1310121,1221723,88398,88398,8,93.25,6.75
180,1310427,1221913,88514,88514,8,93.25,6.75
181,1311189,1222815,88374,88374,8,93.26,6.74
182,1312123,1223443,88680,88680,8,93.24,6.76
183,1311001,1222527,88474,88474,8,93.25,6.75
184,1303306,1214906,88400,88400,8,93.22,6.78
185,1294401,1210099,84302,84302,8,93.49,6.51
186,1293108,1208731,84377,84377,8,93.47,6.53
187,1304589,1219969,84620,84620,8,93.51,6.49
188,1305475,1220887,84588,84588,8,93.52,6.48
189,1295551,1211144,84407,84407,8,93.48,6.52
190,1293219,1208862,84357,84357,8,93.48,6.52
191,6093503,6008353,85150,85150,8,98.60,1.40
192,1257136,1164492,92644,92644,8,92.63,7.37
193,1139217,1042101,97116,97116,8,91.48,8.52
194,1145745,1049107,96638,96638,8,91.57,8.43
195,1147325,1050451,96874,96874,8,91.56,8.44
196,1145413,1048956,96457,96457,8,91.58,8.42
197,1146137,1049504,96633,96633,8,91.57,8.43
198,1145509,1049075,96434,96434,8,91.58,8.42
199,1146345,1049310,97035,97035,8,91.54,8.46
200,1146828,1050292,96536,96536,8,91.58,8.42
201,1141754,1044660,97094,97094,8,91.50,8.50
202,1128644,1036512,92132,92132,8,91.84,8.16
203,1127950,1035910,92040,92040,8,91.84,8.16
204,1201542,1109118,92424,92424,8,92.31,7.69
205,1128392,1036313,92079,92079,8,91.84,8.16
206,1128354,1036266,92088,92088,8,91.84,8.16
207,1129638,1037253,92385,92385,8,91.82,8.18
208,1136905,1044539,92366,92366,8,91.88,8.12
209,1139442,1046803,92639,92639,8,91.87,8.13
210,1134264,1042168,92096,92096,8,91.88,8.12
211,1142229,1050137,92092,92092,8,91.94,8.06
212,1147298,1055206,92092,92092,8,91.97,8.03
213,1245588,1152651,92937,92937,8,92.54,7.46
214,1130874,1038739,92135,92135,8,91.85,8.15
215,1129957,1037567,92390,92390,8,91.82,8.18
216,1128298,1036195,92103,92103,8,91.84,8.16
217,1144591,1052471,92120,92120,8,91.95,8.05
218,1129122,1037016,92106,92106,8,91.84,8.16
219,1131410,1038972,92438,92438,8,91.83,8.17
220,1129464,1037024,92440,92440,8,91.82,8.18
221,1128283,1036145,92138,92138,8,91.83,8.17
222,1128992,1036912,92080,92080,8,91.84,8.16
223,1136563,1044519,92044,92044,8,91.90,8.10
224,1131735,1039624,92111,92111,8,91.86,8.14
225,1279800,1185755,94045,94045,8,92.65,7.35
226,5340590,5248425,92165,92165,8,98.27,1.73
227,1253817,1161351,92466,92466,8,92.63,7.37
228,1141986,1049647,92339,92339,8,91.91,8.09
229,1134863,1042506,92357,92357,8,91.86,8.14
230,1144925,1052501,92424,92424,8,91.93,8.07
231,1133545,1041227,92318,92318,8,91.86,8.14
232,1127712,1035597,92115,92115,8,91.83,8.17
233,1129664,1037604,92060,92060,8,91.85,8.15
234,1128220,1036186,92034,92034,8,91.84,8.16
235,1139071,1047034,92037,92037,8,91.92,8.08
236,1127524,1035466,92058,92058,8,91.84,8.16
237,1128334,1036258,92076,92076,8,91.84,8.16
238,1127949,1035911,92038,92038,8,91.84,8.16
239,1128414,1036316,92098,92098,8,91.84,8.16
240,1130445,1038308,92137,92137,8,91.85,8.15
241,1134279,1042173,92106,92106,8,91.88,8.12
242,1192856,1100646,92210,92210,8,92.27,7.73
243,1158286,1066067,92219,92219,8,92.04,7.96
244,1153900,1061702,92198,92198,8,92.01,7.99
245,1149149,1056849,92300,92300,8,91.97,8.03
246,1144637,1052323,92314,92314,8,91.94,8.06
247,1168085,1075405,92680,92680,8,92.07,7.93
248,1226207,1129811,96396,96396,8,92.14,7.86
249,1230509,1134044,96465,96465,8,92.16,7.84
250,1234618,1138202,96416,96416,8,92.19,7.81
251,1207176,1110708,96468,96468,8,92.01,7.99
252,1165365,1068947,96418,96418,8,91.73,8.27
253,1167427,1070921,96506,96506,8,91.73,8.27
254,1166124,1069606,96518,96518,8,91.72,8.28
255,1382567,1285794,96773,96773,8,93.00,7.00
